Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
TXN_6303383,cake,4.0,3.0,12.0,digital wallet,in-store,2023-09-22
TXN_5403707,smoothie,3.0,4.0,12.0,cash,in-store,2023-03-20
TXN_4084052,juice,2.0,3.0,6.0,digital wallet,in-store,2023-06-30
TXN_7113656,juice,2.0,3.0,6.0,credit card,takeaway,2023-01-22
TXN_3226989,salad,1.0,5.0,5.0,credit card,takeaway,2023-04-17
TXN_1523567,salad,3.0,5.0,15.0,digital wallet,takeaway,2023-11-22
TXN_8751289,tea,2.0,1.5,3.0,cash,in-store,2023-09-10
TXN_9996195,juice,5.0,3.0,15.0,digital wallet,in-store,2023-03-16
TXN_4243591,cake,4.0,3.0,12.0,credit card,in-store,2023-10-11
TXN_4138399,cookie,5.0,1.0,5.0,credit card,takeaway,2023-07-03
TXN_1724233,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-02-01
TXN_1564506,smoothie,5.0,4.0,20.0,digital wallet,in-store,2023-02-01
TXN_7622389,tea,4.0,1.5,6.0,digital wallet,in-store,2023-02-26
TXN_2204457,coffee,4.0,2.0,8.0,cash,takeaway,2023-01-06
TXN_7503593,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-04-19
TXN_5589433,cake,2.0,3.0,6.0,cash,in-store,2023-03-13
TXN_8043642,salad,4.0,5.0,20.0,cash,in-store,2023-06-12
TXN_3365018,juice,5.0,3.0,15.0,cash,takeaway,2023-02-06
TXN_4592205,cookie,3.0,1.0,3.0,credit card,in-store,2023-12-30
TXN_6660755,cookie,2.0,1.0,2.0,credit card,in-store,2023-05-16
TXN_3750900,tea,2.0,3.0,6.0,credit card,in-store,2023-04-03
TXN_3290872,cake,2.0,3.0,6.0,credit card,in-store,2023-06-13
TXN_6378158,salad,5.0,3.0,15.0,credit card,in-store,2023-06-17
TXN_1145592,juice,1.0,3.0,3.0,credit card,takeaway,2023-09-11
TXN_9485101,cookie,2.0,1.0,2.0,cash,takeaway,2023-11-01
TXN_9667219,juice,4.0,3.0,12.0,cash,in-store,2023-10-09
TXN_3119835,tea,2.0,1.5,3.0,digital wallet,in-store,2023-03-01
TXN_7014091,coffee,5.0,2.0,10.0,cash,in-store,2023-11-26
TXN_9911498,coffee,4.0,2.0,8.0,cash,in-store,2023-03-27
TXN_9865855,coffee,3.0,2.0,6.0,digital wallet,takeaway,2023-04-18
TXN_2217295,juice,4.0,3.0,12.0,credit card,in-store,2023-11-22
TXN_8913492,sandwich,4.0,4.0,16.0,credit card,in-store,2023-12-25
TXN_5625086,sandwich,1.0,4.0,4.0,credit card,in-store,2023-06-17
TXN_5910541,cake,3.0,3.0,9.0,cash,in-store,2023-09-08
TXN_1009421,cookie,4.0,1.0,4.0,cash,takeaway,2023-02-21
TXN_5369243,smoothie,4.0,4.0,16.0,cash,takeaway,2023-11-16
TXN_5734395,sandwich,3.0,4.0,12.0,cash,takeaway,2023-05-17
TXN_5475746,cake,3.0,3.0,9.0,credit card,in-store,2023-08-20
TXN_6071339,coffee,5.0,2.0,10.0,cash,takeaway,2023-10-17
TXN_9540864,cookie,2.0,1.0,2.0,digital wallet,takeaway,2023-08-07
TXN_6389404,juice,5.0,3.0,15.0,digital wallet,in-store,2023-11-20
TXN_3499226,juice,1.0,3.0,3.0,credit card,takeaway,2023-09-08
TXN_1324760,tea,4.0,1.5,6.0,cash,in-store,2023-01-18
TXN_8292441,salad,1.0,5.0,5.0,cash,takeaway,2023-09-15
TXN_3792125,salad,5.0,5.0,25.0,credit card,in-store,2023-08-25
TXN_8608811,cake,5.0,3.0,15.0,credit card,takeaway,2023-01-05
TXN_4368729,coffee,3.0,2.0,6.0,digital wallet,in-store,2023-06-11
TXN_5072156,tea,3.0,1.5,4.5,digital wallet,takeaway,2023-07-24
TXN_4877933,juice,5.0,3.0,15.0,digital wallet,in-store,2023-01-12
TXN_8854384,juice,5.0,3.0,15.0,cash,takeaway,2023-08-12
TXN_5644235,salad,4.0,5.0,20.0,cash,in-store,2023-03-25
TXN_1214868,juice,4.0,3.0,12.0,cash,in-store,2023-07-30
TXN_5117595,smoothie,4.0,4.0,16.0,cash,in-store,2023-02-05
TXN_4356564,coffee,2.0,2.0,4.0,credit card,takeaway,2023-10-05
TXN_6762250,cookie,2.0,1.0,2.0,digital wallet,takeaway,2023-06-17
TXN_8553273,juice,5.0,3.0,15.0,cash,in-store,2023-01-15
TXN_2432379,coffee,1.0,2.0,2.0,credit card,in-store,2023-10-24
TXN_1961943,smoothie,3.0,4.0,12.0,digital wallet,in-store,2023-11-05
TXN_2155393,juice,2.0,3.0,6.0,digital wallet,in-store,2023-07-12
TXN_5837801,salad,1.0,5.0,5.0,credit card,in-store,2023-01-25
TXN_2544724,cake,5.0,3.0,15.0,digital wallet,takeaway,2023-12-28
TXN_1035504,smoothie,2.0,4.0,8.0,digital wallet,takeaway,2023-03-30
TXN_9781961,coffee,1.0,2.0,2.0,credit card,in-store,2023-12-01
TXN_5313347,cookie,2.0,1.0,2.0,digital wallet,takeaway,2023-12-10
TXN_8907996,sandwich,4.0,4.0,16.0,cash,in-store,2023-02-19
TXN_5348915,juice,1.0,3.0,3.0,digital wallet,takeaway,2023-07-09
TXN_6323914,juice,1.0,3.0,3.0,credit card,in-store,2023-03-19
TXN_7804128,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-02-12
TXN_2210265,juice,2.0,3.0,6.0,credit card,takeaway,2023-06-14
TXN_5534515,smoothie,1.0,4.0,4.0,credit card,takeaway,2023-02-09
TXN_9561380,sandwich,1.0,4.0,4.0,digital wallet,takeaway,2023-08-11
TXN_3038078,cookie,1.0,1.0,1.0,credit card,takeaway,2023-04-06
TXN_9749175,cake,1.0,3.0,3.0,credit card,in-store,2023-09-07
TXN_3703964,sandwich,2.0,4.0,8.0,credit card,takeaway,2023-09-23
TXN_3429942,smoothie,3.0,4.0,12.0,digital wallet,in-store,2023-04-24
TXN_9202496,cake,5.0,3.0,15.0,credit card,in-store,2023-07-19
TXN_2914953,cake,2.0,3.0,6.0,cash,in-store,2023-07-25
TXN_1216051,cake,4.0,3.0,12.0,digital wallet,takeaway,2023-10-28
TXN_5268025,cookie,5.0,1.0,5.0,digital wallet,in-store,2023-05-19
TXN_9952441,smoothie,1.0,4.0,4.0,cash,in-store,2023-09-05
TXN_3358494,coffee,5.0,2.0,10.0,digital wallet,takeaway,2023-06-22
TXN_1324968,cookie,3.0,1.0,3.0,credit card,in-store,2023-01-05
TXN_3985920,salad,5.0,5.0,25.0,digital wallet,in-store,2023-03-29
TXN_7335526,sandwich,4.0,4.0,16.0,cash,in-store,2023-06-03
TXN_2408294,sandwich,4.0,4.0,16.0,digital wallet,in-store,2023-12-26
TXN_7380756,salad,1.0,5.0,5.0,digital wallet,takeaway,2023-10-16
TXN_1315214,tea,2.0,1.5,3.0,digital wallet,in-store,2023-11-03
TXN_7602467,cookie,1.0,1.0,1.0,credit card,takeaway,2023-10-17
TXN_4979250,tea,3.0,1.5,4.5,cash,in-store,2023-11-01
TXN_2809397,salad,2.0,5.0,10.0,digital wallet,takeaway,2023-09-13
TXN_8752130,juice,2.0,3.0,6.0,credit card,takeaway,2023-10-23
TXN_9134257,coffee,3.0,2.0,6.0,digital wallet,takeaway,2023-05-19
TXN_3106811,juice,3.0,3.0,9.0,cash,takeaway,2023-09-27
TXN_6309965,cake,5.0,3.0,15.0,digital wallet,takeaway,2023-06-14
TXN_6954434,juice,3.0,3.0,9.0,cash,takeaway,2023-02-23
TXN_9207050,cookie,5.0,1.0,5.0,digital wallet,in-store,2023-07-21
TXN_1938148,cake,2.0,3.0,6.0,credit card,takeaway,2023-06-07
TXN_2024598,sandwich,1.0,4.0,4.0,digital wallet,in-store,2023-01-01
TXN_7145872,salad,5.0,5.0,25.0,digital wallet,takeaway,2023-04-15
TXN_9004306,coffee,4.0,2.0,8.0,credit card,in-store,2023-05-26
TXN_6360436,cake,2.0,3.0,6.0,digital wallet,takeaway,2023-09-13
TXN_5822344,sandwich,5.0,4.0,20.0,cash,in-store,2023-09-27
TXN_9773606,tea,2.0,1.5,3.0,cash,takeaway,2023-12-04
TXN_9762035,smoothie,1.0,4.0,4.0,cash,takeaway,2023-08-21
TXN_9657636,cake,1.0,3.0,3.0,cash,takeaway,2023-07-08
TXN_1375992,coffee,5.0,2.0,10.0,credit card,in-store,2023-03-23
TXN_2077318,juice,2.0,3.0,6.0,digital wallet,in-store,2023-08-24
TXN_9096951,smoothie,3.0,4.0,12.0,cash,takeaway,2023-06-28
TXN_1533790,cake,3.0,3.0,9.0,digital wallet,takeaway,2023-07-21
TXN_7090165,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-08-30
TXN_9533792,cookie,3.0,1.0,3.0,digital wallet,in-store,2023-09-01
TXN_2849719,coffee,5.0,2.0,10.0,digital wallet,takeaway,2023-06-23
TXN_9623460,sandwich,3.0,4.0,12.0,digital wallet,in-store,2023-01-17
TXN_3359704,salad,3.0,5.0,15.0,digital wallet,in-store,2023-07-23
TXN_2444408,sandwich,2.0,4.0,8.0,digital wallet,in-store,2023-05-11
TXN_3296152,salad,3.0,5.0,15.0,credit card,in-store,2023-10-20
TXN_2887411,smoothie,2.0,4.0,8.0,cash,in-store,2023-01-16
TXN_7543369,tea,5.0,1.5,7.5,digital wallet,takeaway,2023-11-18
TXN_9561441,tea,5.0,1.5,7.5,cash,in-store,2023-11-11
TXN_3633955,sandwich,4.0,4.0,16.0,cash,in-store,2023-09-20
TXN_2761949,salad,3.0,5.0,15.0,credit card,in-store,2023-10-01
TXN_8062897,smoothie,2.0,4.0,8.0,digital wallet,takeaway,2023-10-02
TXN_6866209,smoothie,5.0,4.0,20.0,digital wallet,in-store,2023-05-20
TXN_9681880,coffee,3.0,2.0,6.0,cash,in-store,2023-03-21
TXN_2936975,tea,1.0,1.5,1.5,digital wallet,takeaway,2023-10-05
TXN_5027125,salad,3.0,5.0,15.0,cash,in-store,2023-07-06
TXN_2092288,coffee,1.0,2.0,2.0,credit card,takeaway,2023-03-30
TXN_5701303,coffee,1.0,2.0,2.0,digital wallet,takeaway,2023-09-08
TXN_5161371,cake,2.0,3.0,6.0,credit card,in-store,2023-01-17
TXN_1719440,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-07-13
TXN_3729074,salad,3.0,5.0,15.0,credit card,in-store,2023-04-15
TXN_7217537,salad,3.0,5.0,15.0,cash,in-store,2023-12-19
TXN_7904970,tea,3.0,1.5,4.5,credit card,takeaway,2023-05-23
TXN_8845592,sandwich,5.0,4.0,20.0,credit card,in-store,2023-11-12
TXN_5664467,tea,4.0,1.5,6.0,digital wallet,takeaway,2023-11-06
TXN_2680626,cake,3.0,3.0,9.0,cash,in-store,2023-01-08
TXN_5009367,juice,3.0,3.0,9.0,credit card,in-store,2023-04-19
TXN_6401072,smoothie,4.0,4.0,16.0,cash,takeaway,2023-07-28
TXN_5080934,juice,3.0,3.0,9.0,cash,takeaway,2023-12-10
TXN_8684125,salad,2.0,5.0,10.0,credit card,in-store,2023-03-08
TXN_8167808,cake,3.0,3.0,9.0,cash,in-store,2023-02-03
TXN_7753587,cake,1.0,3.0,3.0,credit card,takeaway,2023-03-28
TXN_8242126,salad,4.0,5.0,20.0,digital wallet,in-store,2023-11-20
TXN_5685028,cake,5.0,3.0,15.0,digital wallet,takeaway,2023-08-12
TXN_9245124,tea,4.0,1.5,6.0,digital wallet,in-store,2023-04-19
TXN_8619762,smoothie,4.0,4.0,16.0,cash,takeaway,2023-08-05
TXN_5983031,juice,3.0,3.0,9.0,digital wallet,in-store,2023-03-09
TXN_8558404,salad,3.0,5.0,15.0,digital wallet,in-store,2023-07-15
TXN_7368648,tea,1.0,1.5,1.5,digital wallet,in-store,2023-03-09
TXN_1217959,juice,2.0,3.0,6.0,digital wallet,takeaway,2023-07-28
TXN_5171332,tea,5.0,1.5,7.5,cash,takeaway,2023-02-05
TXN_7840162,cookie,5.0,3.0,15.0,cash,takeaway,2023-02-27
TXN_9069297,cookie,4.0,1.0,4.0,credit card,in-store,2023-01-27
TXN_1678985,juice,2.0,3.0,6.0,cash,in-store,2023-07-16
TXN_3131555,sandwich,2.0,4.0,8.0,cash,takeaway,2023-12-04
TXN_3313000,coffee,5.0,2.0,10.0,credit card,in-store,2023-01-08
TXN_3120023,cookie,3.0,1.0,3.0,cash,in-store,2023-09-30
TXN_7483257,sandwich,2.0,4.0,8.0,digital wallet,takeaway,2023-06-05
TXN_3430842,cookie,2.0,1.0,2.0,cash,takeaway,2023-08-02
TXN_9622300,salad,3.0,5.0,15.0,cash,takeaway,2023-06-23
TXN_5118667,coffee,4.0,2.0,8.0,cash,in-store,2023-12-12
TXN_6989438,sandwich,4.0,4.0,16.0,cash,takeaway,2023-12-17
TXN_4223466,juice,4.0,3.0,12.0,digital wallet,takeaway,2023-05-31
TXN_6608817,sandwich,5.0,4.0,20.0,credit card,takeaway,2023-07-17
TXN_4258943,sandwich,2.0,4.0,8.0,credit card,in-store,2023-01-02
TXN_9774691,cake,3.0,3.0,9.0,credit card,takeaway,2023-04-11
TXN_7666909,juice,4.0,3.0,12.0,credit card,takeaway,2023-08-29
TXN_9365558,salad,4.0,5.0,20.0,credit card,takeaway,2023-02-12
TXN_6837601,salad,1.0,5.0,5.0,digital wallet,takeaway,2023-02-05
TXN_1713983,salad,2.0,5.0,10.0,cash,in-store,2023-05-11
TXN_4674417,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-07-03
TXN_3465980,cookie,4.0,1.0,4.0,cash,takeaway,2023-07-08
TXN_7343905,cake,1.0,3.0,3.0,digital wallet,in-store,2023-01-17
TXN_9470590,salad,1.0,5.0,5.0,credit card,takeaway,2023-04-11
TXN_7212607,coffee,3.0,2.0,6.0,digital wallet,in-store,2023-08-06
TXN_8384628,salad,3.0,5.0,15.0,credit card,takeaway,2023-08-22
TXN_4200340,cake,5.0,3.0,15.0,cash,takeaway,2023-07-06
TXN_4778105,juice,4.0,3.0,12.0,digital wallet,in-store,2023-10-08
TXN_4278785,salad,3.0,5.0,15.0,cash,in-store,2023-04-29
TXN_4462052,cookie,1.0,1.0,1.0,cash,in-store,2023-10-12
TXN_9676940,juice,2.0,3.0,6.0,credit card,takeaway,2023-08-16
TXN_5708913,cake,2.0,3.0,6.0,cash,in-store,2023-04-29
TXN_9176418,smoothie,1.0,4.0,4.0,digital wallet,takeaway,2023-03-02
TXN_7321789,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-05-10
TXN_2152670,tea,3.0,1.5,4.5,credit card,in-store,2023-12-24
TXN_8696065,smoothie,3.0,4.0,12.0,credit card,in-store,2023-11-04
TXN_1250407,cookie,1.0,1.0,1.0,credit card,takeaway,2023-11-21
TXN_1617476,cake,2.0,3.0,6.0,digital wallet,in-store,2023-02-10
TXN_9725461,smoothie,3.0,4.0,12.0,credit card,in-store,2023-11-25
TXN_1000555,tea,1.0,1.5,1.5,credit card,in-store,2023-10-19
TXN_9429128,coffee,3.0,2.0,6.0,credit card,in-store,2023-12-19
TXN_3375399,cookie,3.0,1.0,3.0,digital wallet,takeaway,2023-05-21
TXN_9315755,cake,5.0,3.0,15.0,cash,takeaway,2023-09-26
TXN_3530720,smoothie,5.0,4.0,20.0,digital wallet,in-store,2023-10-18
TXN_1410102,salad,1.0,5.0,5.0,cash,in-store,2023-06-23
TXN_6977098,juice,5.0,3.0,15.0,credit card,in-store,2023-06-09
TXN_7735237,cake,2.0,3.0,6.0,digital wallet,in-store,2023-01-13
TXN_8676769,salad,3.0,5.0,15.0,digital wallet,in-store,2023-06-16
TXN_5282529,tea,5.0,1.5,7.5,credit card,takeaway,2023-04-13
TXN_9495930,coffee,2.0,2.0,4.0,digital wallet,takeaway,2023-10-23
TXN_3514492,juice,3.0,3.0,9.0,digital wallet,in-store,2023-02-23
TXN_4227337,tea,4.0,1.5,6.0,digital wallet,takeaway,2023-12-15
TXN_1011236,cake,1.0,3.0,3.0,cash,in-store,2023-02-08
TXN_6872268,juice,2.0,3.0,6.0,digital wallet,in-store,2023-01-07
TXN_3999554,coffee,1.0,2.0,2.0,credit card,takeaway,2023-09-13
TXN_9942247,coffee,2.0,2.0,4.0,cash,takeaway,2023-10-15
TXN_6113452,sandwich,2.0,4.0,8.0,cash,takeaway,2023-09-21
TXN_8830813,coffee,3.0,2.0,6.0,cash,in-store,2023-06-18
TXN_3026930,cake,2.0,3.0,6.0,cash,in-store,2023-03-23
TXN_2801651,juice,4.0,3.0,12.0,digital wallet,takeaway,2023-07-10
TXN_5005592,coffee,1.0,2.0,2.0,credit card,in-store,2023-06-05
TXN_2182790,tea,5.0,1.5,7.5,credit card,takeaway,2023-05-05
TXN_4600614,sandwich,3.0,4.0,12.0,digital wallet,takeaway,2023-01-27
TXN_4628310,juice,4.0,3.0,12.0,credit card,takeaway,2023-04-20
TXN_8996187,salad,2.0,3.0,6.0,credit card,in-store,2023-09-28
TXN_6013295,juice,2.0,3.0,6.0,cash,takeaway,2023-11-07
TXN_3200195,juice,3.0,3.0,9.0,digital wallet,in-store,2023-05-04
TXN_4860027,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-07-28
TXN_5442505,cake,4.0,3.0,12.0,digital wallet,takeaway,2023-09-07
TXN_4708410,cake,4.0,3.0,12.0,digital wallet,in-store,2023-10-08
TXN_1898329,cake,5.0,3.0,15.0,cash,in-store,2023-04-12
TXN_8147057,juice,1.0,3.0,3.0,digital wallet,in-store,2023-08-21
TXN_5588239,cookie,1.0,1.0,1.0,digital wallet,takeaway,2023-03-31
TXN_6575599,coffee,5.0,2.0,10.0,digital wallet,takeaway,2023-10-09
TXN_1229376,cake,3.0,3.0,9.0,digital wallet,in-store,2023-08-14
TXN_1732216,coffee,3.0,2.0,6.0,digital wallet,takeaway,2023-08-30
TXN_9783697,sandwich,1.0,4.0,4.0,digital wallet,takeaway,2023-07-14
TXN_3224756,cake,2.0,3.0,6.0,credit card,takeaway,2023-11-20
TXN_9054741,juice,1.0,3.0,3.0,credit card,takeaway,2023-06-24
TXN_9063299,cake,4.0,3.0,12.0,digital wallet,in-store,2023-06-15
TXN_9682798,cake,3.0,3.0,9.0,cash,in-store,2023-09-15
TXN_4343391,cookie,5.0,1.0,5.0,cash,takeaway,2023-06-01
TXN_6877186,cookie,2.0,1.0,2.0,credit card,in-store,2023-12-05
TXN_9818498,smoothie,3.0,4.0,12.0,credit card,takeaway,2023-09-01
TXN_9155044,sandwich,3.0,4.0,12.0,credit card,in-store,2023-02-28
TXN_5625110,salad,3.0,5.0,15.0,digital wallet,takeaway,2023-11-07
TXN_8085790,cookie,4.0,1.0,4.0,cash,takeaway,2023-10-27
TXN_3113823,salad,5.0,3.0,15.0,digital wallet,in-store,2023-03-01
TXN_5841004,cookie,2.0,3.0,6.0,credit card,in-store,2023-04-28
TXN_6047742,smoothie,5.0,4.0,20.0,digital wallet,in-store,2023-12-11
TXN_5086795,salad,1.0,5.0,5.0,cash,in-store,2023-04-29
TXN_1943186,salad,2.0,5.0,10.0,cash,in-store,2023-12-16
TXN_3851247,cake,1.0,3.0,3.0,credit card,in-store,2023-11-23
TXN_5683213,smoothie,2.0,4.0,8.0,credit card,in-store,2023-10-30
TXN_2052609,cake,4.0,3.0,12.0,credit card,takeaway,2023-06-23
TXN_2570829,juice,1.0,3.0,3.0,cash,takeaway,2023-03-31
TXN_5190685,cookie,4.0,1.0,4.0,cash,takeaway,2023-11-12
TXN_5137315,salad,3.0,5.0,15.0,credit card,in-store,2023-01-05
TXN_9203396,coffee,5.0,2.0,10.0,digital wallet,in-store,2023-01-08
TXN_9352671,sandwich,2.0,4.0,8.0,cash,takeaway,2023-02-10
TXN_6391414,smoothie,4.0,4.0,16.0,cash,in-store,2023-05-08
TXN_2613440,juice,3.0,3.0,9.0,credit card,in-store,2023-04-15
TXN_2666340,cake,2.0,3.0,6.0,cash,takeaway,2023-09-29
TXN_6539480,cake,5.0,3.0,15.0,cash,takeaway,2023-08-25
TXN_8157817,tea,2.0,1.5,3.0,credit card,takeaway,2023-08-30
TXN_7620529,sandwich,2.0,4.0,8.0,cash,in-store,2023-08-08
TXN_1491670,juice,5.0,3.0,15.0,credit card,takeaway,2023-06-28
TXN_2366464,juice,1.0,3.0,3.0,cash,takeaway,2023-06-05
TXN_7994275,smoothie,3.0,4.0,12.0,credit card,in-store,2023-09-18
TXN_6034920,cookie,1.0,1.0,1.0,credit card,in-store,2023-09-09
TXN_4673812,cookie,2.0,1.0,2.0,digital wallet,takeaway,2023-05-01
TXN_6543620,cookie,2.0,1.0,2.0,cash,takeaway,2023-04-08
TXN_1605048,cake,4.0,3.0,12.0,cash,takeaway,2023-03-16
TXN_2401829,smoothie,5.0,4.0,20.0,digital wallet,takeaway,2023-02-07
TXN_1937611,tea,2.0,3.0,6.0,credit card,takeaway,2023-11-02
TXN_5438111,smoothie,3.0,4.0,12.0,cash,in-store,2023-01-06
TXN_5793057,sandwich,3.0,4.0,12.0,credit card,in-store,2023-02-25
TXN_1660757,cake,4.0,3.0,12.0,digital wallet,takeaway,2023-11-08
TXN_1469462,cake,1.0,3.0,3.0,credit card,takeaway,2023-09-05
TXN_3711712,salad,5.0,5.0,25.0,digital wallet,in-store,2023-08-20
TXN_1268480,salad,5.0,5.0,25.0,cash,in-store,2023-04-18
TXN_4869107,smoothie,3.0,4.0,12.0,digital wallet,in-store,2023-01-30
TXN_3088330,tea,5.0,1.5,7.5,digital wallet,in-store,2023-12-08
TXN_7650834,salad,2.0,5.0,10.0,cash,takeaway,2023-10-29
TXN_4107857,tea,1.0,1.5,1.5,credit card,takeaway,2023-01-29
TXN_4635037,juice,1.0,3.0,3.0,digital wallet,in-store,2023-05-17
TXN_9103776,tea,4.0,1.5,6.0,credit card,in-store,2023-05-03
TXN_7538221,cake,5.0,3.0,15.0,credit card,takeaway,2023-03-31
TXN_4565754,smoothie,3.0,4.0,12.0,digital wallet,takeaway,2023-10-06
TXN_8807333,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-03-18
TXN_8006056,juice,4.0,3.0,12.0,credit card,takeaway,2023-12-19
TXN_6022618,smoothie,1.0,4.0,4.0,digital wallet,in-store,2023-12-18
TXN_1665810,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-02-26
TXN_1399696,cake,5.0,3.0,15.0,cash,in-store,2023-04-08
TXN_9154381,cookie,2.0,1.0,2.0,credit card,in-store,2023-04-21
TXN_8361813,cookie,3.0,1.0,3.0,cash,in-store,2023-08-01
TXN_4754346,juice,4.0,3.0,12.0,credit card,in-store,2023-08-31
TXN_6504165,juice,3.0,3.0,9.0,cash,takeaway,2023-02-13
TXN_4939667,salad,1.0,5.0,5.0,cash,takeaway,2023-01-23
TXN_7126803,sandwich,5.0,4.0,20.0,digital wallet,takeaway,2023-05-24
TXN_5086063,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-09-28
TXN_6854151,sandwich,3.0,4.0,12.0,credit card,in-store,2023-02-07
TXN_8133627,cake,5.0,3.0,15.0,cash,in-store,2023-08-15
TXN_1895899,smoothie,4.0,3.0,12.0,credit card,in-store,2023-07-17
TXN_3658211,cake,3.0,3.0,9.0,cash,takeaway,2023-04-02
TXN_5117140,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-08-17
TXN_4036747,smoothie,1.0,4.0,4.0,cash,takeaway,2023-05-27
TXN_3488590,cookie,3.0,1.0,3.0,credit card,takeaway,2023-12-28
TXN_9720549,cookie,1.0,1.0,1.0,credit card,in-store,2023-07-30
TXN_5901182,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-07-15
TXN_1923984,cake,2.0,3.0,6.0,credit card,takeaway,2023-08-31
TXN_6392156,cookie,5.0,1.0,5.0,credit card,takeaway,2023-11-12
TXN_7278248,salad,3.0,5.0,15.0,cash,takeaway,2023-10-23
TXN_1315847,cake,1.0,3.0,3.0,digital wallet,in-store,2023-06-19
TXN_1464150,coffee,5.0,2.0,10.0,cash,takeaway,2023-02-14
TXN_1746001,cookie,3.0,1.0,3.0,digital wallet,takeaway,2023-03-15
TXN_4528664,salad,3.0,5.0,15.0,cash,in-store,2023-12-31
TXN_1775278,juice,4.0,3.0,12.0,credit card,takeaway,2023-02-22
TXN_1411473,coffee,3.0,2.0,6.0,credit card,in-store,2023-01-04
TXN_3397978,smoothie,5.0,4.0,20.0,digital wallet,in-store,2023-08-01
TXN_8568597,juice,1.0,3.0,3.0,digital wallet,takeaway,2023-04-03
TXN_3643348,sandwich,4.0,4.0,16.0,digital wallet,in-store,2023-09-06
TXN_1244509,smoothie,3.0,4.0,12.0,credit card,in-store,2023-02-21
TXN_9917989,smoothie,4.0,4.0,16.0,digital wallet,takeaway,2023-10-20
TXN_4168628,tea,4.0,1.5,6.0,digital wallet,in-store,2023-04-27
TXN_1765281,smoothie,3.0,4.0,12.0,credit card,in-store,2023-01-28
TXN_8571235,cake,1.0,3.0,3.0,cash,takeaway,2023-03-01
TXN_2611683,cake,3.0,3.0,9.0,digital wallet,in-store,2023-04-11
TXN_4271744,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-06-19
TXN_5153086,tea,3.0,1.5,4.5,cash,in-store,2023-06-27
TXN_3435509,sandwich,1.0,4.0,4.0,cash,takeaway,2023-08-19
TXN_8771574,coffee,3.0,2.0,6.0,digital wallet,takeaway,2023-05-03
TXN_6177161,tea,5.0,1.5,7.5,credit card,in-store,2023-04-01
TXN_1228652,salad,1.0,3.0,3.0,cash,in-store,2023-07-24
TXN_4476151,juice,4.0,3.0,12.0,credit card,in-store,2023-02-15
TXN_6557174,salad,4.0,5.0,20.0,credit card,in-store,2023-08-20
TXN_5089516,smoothie,2.0,4.0,8.0,credit card,in-store,2023-11-04
TXN_5915706,tea,1.0,1.5,1.5,cash,in-store,2023-08-18
TXN_1870303,coffee,4.0,2.0,8.0,digital wallet,in-store,2023-05-05
TXN_7766134,tea,1.0,1.5,1.5,credit card,takeaway,2023-01-05
TXN_2617257,cookie,1.0,1.0,1.0,cash,takeaway,2023-08-20
TXN_6179169,sandwich,2.0,4.0,8.0,cash,in-store,2023-10-21
TXN_3364751,coffee,2.0,2.0,4.0,digital wallet,takeaway,2023-04-12
TXN_1097334,coffee,2.0,2.0,4.0,credit card,takeaway,2023-03-21
TXN_5982786,juice,4.0,3.0,12.0,credit card,in-store,2023-12-26
TXN_6887407,cake,3.0,3.0,9.0,cash,in-store,2023-09-15
TXN_6425991,salad,1.0,5.0,5.0,credit card,takeaway,2023-08-06
TXN_6040882,cookie,1.0,1.0,1.0,cash,in-store,2023-06-06
TXN_7921799,cookie,1.0,1.0,1.0,credit card,takeaway,2023-09-14
TXN_7272630,tea,4.0,1.5,6.0,cash,takeaway,2023-03-24
TXN_9894745,tea,3.0,1.5,4.5,cash,takeaway,2023-08-28
TXN_1244299,sandwich,2.0,4.0,8.0,cash,takeaway,2023-07-18
TXN_5965095,salad,4.0,5.0,20.0,digital wallet,in-store,2023-06-16
TXN_7911650,juice,2.0,3.0,6.0,cash,takeaway,2023-03-13
TXN_6431703,sandwich,1.0,4.0,4.0,credit card,takeaway,2023-08-25
TXN_9031518,sandwich,5.0,4.0,20.0,credit card,in-store,2023-01-13
TXN_5781767,sandwich,5.0,3.0,15.0,credit card,in-store,2023-04-27
TXN_9291130,cookie,3.0,1.0,3.0,cash,in-store,2023-05-11
TXN_7068406,juice,2.0,3.0,6.0,digital wallet,takeaway,2023-01-26
TXN_5380220,coffee,4.0,2.0,8.0,credit card,in-store,2023-10-18
TXN_7208533,tea,1.0,1.5,1.5,cash,in-store,2023-05-15
TXN_3251829,tea,3.0,1.5,4.5,digital wallet,in-store,2023-07-25
